Park,Year,Recreation Visitors,Tent Campers,RV Campers,Backcountry Campers,
Andrew Johnson NHS,1977,"45,600",,,,
Andrew Johnson NHS,1978,"42,552",,,,
Andrew Johnson NHS,1979,"47,674",0,0,0,
Andrew Johnson NHS,1980,"65,591",0,0,0,
Andrew Johnson NHS,1981,"74,100",0,0,0,
Andrew Johnson NHS,1982,"77,578",0,0,0,
Andrew Johnson NHS,1983,"119,410",0,0,0,
Andrew Johnson NHS,1984,"84,889",0,0,0,
Andrew Johnson NHS,1985,"68,607",0,0,0,
Andrew Johnson NHS,1986,"72,600",0,0,0,
Andrew Johnson NHS,1987,"77,095",0,0,0,
Andrew Johnson NHS,1988,"76,566",0,0,0,
Andrew Johnson NHS,1989,"71,350",0,0,0,
Andrew Johnson NHS,1990,"71,017",0,0,0,
Andrew Johnson NHS,1991,"82,076",0,0,0,
Andrew Johnson NHS,1992,"64,481",0,0,0,
Andrew Johnson NHS,1993,"41,703",0,0,0,
Andrew Johnson NHS,1994,"59,538",0,0,0,
Andrew Johnson NHS,1995,"63,196",0,0,0,
Andrew Johnson NHS,1996,"59,102",0,0,0,
Andrew Johnson NHS,1997,"67,309",0,0,0,
Andrew Johnson NHS,1998,"60,207",0,0,0,
Andrew Johnson NHS,1999,"51,779",0,0,0,
Andrew Johnson NHS,2000,"59,897",0,0,0,
Andrew Johnson NHS,2001,"49,551",0,0,0,
Andrew Johnson NHS,2002,"48,878",0,0,0,
Andrew Johnson NHS,2003,"51,910",0,0,0,
Andrew Johnson NHS,2004,"50,196",0,0,0,
Andrew Johnson NHS,2005,"48,552",0,0,0,
Andrew Johnson NHS,2006,"50,701",0,0,0,
Andrew Johnson NHS,2007,"43,456",0,0,0,
Andrew Johnson NHS,2008,"69,433",0,0,0,
Andrew Johnson NHS,2009,"63,296",0,0,0,
Andrew Johnson NHS,2010,"60,323",0,0,0,
Andrew Johnson NHS,2011,"52,322",0,0,0,
Andrew Johnson NHS,2012,"51,261",0,0,0,
Andrew Johnson NHS,2013,"42,929",0,0,0,
Andrew Johnson NHS,2014,"42,863",0,0,0,
Andrew Johnson NHS,2015,"45,357",0,0,0,
Andrew Johnson NHS,2016,"45,937",0,0,0,
,,,,,,
Aniakchak NM & PRES,1989,853,0,0,827,
Aniakchak NM & PRES,1990,967,0,0,"1,140",
Aniakchak NM & PRES,1991,"1,469",0,0,913,
Aniakchak NM & PRES,1992,"1,638",0,0,975,
Aniakchak NM & PRES,1993,"1,593",0,0,"1,163",
Aniakchak NM & PRES,1994,"1,193",0,0,993,
Aniakchak NM & PRES,1995,0,0,0,0,
Aniakchak NM & PRES,1998,209,0,0,240,
Aniakchak NM & PRES,1999,377,0,0,620,
Aniakchak NM & PRES,2000,251,0,0,312,
Aniakchak NM & PRES,2001,206,0,0,312,
Aniakchak NM & PRES,2002,241,0,0,312,
Aniakchak NM & PRES,2003,154,0,0,223,
Aniakchak NM & PRES,2004,285,0,0,201,
Aniakchak NM & PRES,2005,285,0,0,530,
Aniakchak NM & PRES,2006,60,0,0,305,
Aniakchak NM & PRES,2007,26,0,0,107,
Aniakchak NM & PRES,2008,10,0,0,0,
Aniakchak NM & PRES,2009,14,0,0,0,
Aniakchak NM & PRES,2010,62,0,0,312,
Aniakchak NM & PRES,2011,57,0,0,156,
Aniakchak NM & PRES,2012,19,0,0,23,
Aniakchak NM & PRES,2013,134,0,0,381,
Aniakchak NM & PRES,2014,134,0,0,381,
Aniakchak NM & PRES,2015,153,0,0,300,
Aniakchak NM & PRES,2016,100,0,0,235,
,,,,,,
Antietam NB,1934,"35,973",,,,
Antietam NB,1935,"36,789",,,,
Antietam NB,1936,"26,705",,,,
Antietam NB,1937,"88,949",,,,
Antietam NB,1938,"30,927",,,,
Antietam NB,1939,"42,601",,,,
Antietam NB,1940,"20,496",,,,
Antietam NB,1941,"33,329",,,,
Antietam NB,1942,"9,539",,,,
Antietam NB,1943,"8,174",,,,
Antietam NB,1944,"16,258",,,,
Antietam NB,1945,"19,875",,,,
Antietam NB,1946,"26,545",,,,
Antietam NB,1947,"35,904",,,,
Antietam NB,1948,"31,931",,,,
Antietam NB,1949,"34,603",,,,
Antietam NB,1950,"39,229",,,,
Antietam NB,1951,"43,607",,,,
Antietam NB,1952,"57,545",,,,
Antietam NB,1953,"71,984",,,,
Antietam NB,1954,"106,900",,,,
Antietam NB,1955,"114,700",,,,
Antietam NB,1956,"105,900",,,,
Antietam NB,1957,"125,100",,,,
Antietam NB,1958,"116,600",,,,
Antietam NB,1959,"151,300",,,,
Antietam NB,1960,"140,900",,,,
Antietam NB,1961,"125,400",,,,
Antietam NB,1962,"176,000",,,,
Antietam NB,1963,"103,300",,,,
Antietam NB,1964,"101,300",,,,
Antietam NB,1965,"140,400",,,,
Antietam NB,1966,"147,700",,,,
Antietam NB,1967,"229,000",,,,
Antietam NB,1968,"405,400",,,,
Antietam NB,1969,"298,600",,,,
Antietam NB,1970,"256,800",,,,
Antietam NB,1971,"345,500",,,,
Antietam NB,1972,"475,674",,,,
Antietam NB,1973,"458,200",,,,
Antietam NB,1974,"476,600",,,,
Antietam NB,1975,"542,800",,,,
Antietam NB,1976,"658,000",,,,
Antietam NB,1977,"524,400",,,,
Antietam NB,1978,"504,402",,,,
Antietam NB,1979,"319,610",0,0,0,
Antietam NB,1980,"352,780",0,0,0,
Antietam NB,1981,"468,078",0,0,0,
Antietam NB,1982,"410,399",0,0,0,
Antietam NB,1983,"433,122",0,0,0,
Antietam NB,1984,"528,369",0,0,0,
Antietam NB,1985,"585,190",0,0,0,
Antietam NB,1986,"706,720",0,0,0,
Antietam NB,1987,"610,674",0,0,0,
Antietam NB,1988,"135,117",0,0,0,
Antietam NB,1989,"147,007",0,0,0,
Antietam NB,1990,"217,249",0,0,0,
Antietam NB,1991,"263,110",0,0,0,
Antietam NB,1992,"243,707",0,0,0,
Antietam NB,1993,"181,909",0,0,0,
Antietam NB,1994,"237,821",0,0,0,
Antietam NB,1995,"215,914",0,0,0,
Antietam NB,1996,"246,082",0,0,0,
Antietam NB,1997,"275,639",0,0,0,
Antietam NB,1998,"275,385",0,0,0,
Antietam NB,1999,"268,897",0,0,0,
Antietam NB,2000,"286,896",0,0,0,
Antietam NB,2001,"303,599",0,0,0,
Antietam NB,2002,"303,209",0,0,0,
Antietam NB,2003,"279,694",0,0,0,
Antietam NB,2004,"237,885",0,0,0,
Antietam NB,2005,"295,309",0,0,0,
Antietam NB,2006,"282,676",0,0,0,
Antietam NB,2007,"337,569",0,0,0,
Antietam NB,2008,"352,548",0,0,0,
Antietam NB,2009,"378,966",0,0,0,
Antietam NB,2010,"393,957",0,0,0,
Antietam NB,2011,"384,987",0,0,0,
Antietam NB,2012,"510,921",0,0,0,
Antietam NB,2013,"370,832",0,0,0,
Antietam NB,2014,"337,079",0,0,0,
Antietam NB,2015,"347,180",0,0,0,
Antietam NB,2016,"351,911",0,0,0,
,,,,,,
Apostle Islands NL,1973,"12,200",,,,
Apostle Islands NL,1974,"24,100",,,,
Apostle Islands NL,1975,"22,700",,,,
Apostle Islands NL,1976,"71,100",,,,
Apostle Islands NL,1977,"90,000",,,,
Apostle Islands NL,1978,"88,126",,,,
Apostle Islands NL,1979,"75,629","3,312",0,"1,093",
Apostle Islands NL,1980,"88,467","2,151",0,"1,136",
Apostle Islands NL,1981,"103,960","2,903",0,"2,272",
Apostle Islands NL,1982,"125,756","2,833",0,"2,522",
Apostle Islands NL,1983,"130,913","2,949",0,"2,560",
Apostle Islands NL,1984,"127,300","2,806",0,"2,676",
Apostle Islands NL,1985,"117,353","2,766",0,"2,122",
Apostle Islands NL,1986,"113,621","3,149",0,"1,566",
Apostle Islands NL,1987,"137,341","3,099",0,"2,567",
Apostle Islands NL,1988,"140,107",0,0,"7,753",
Apostle Islands NL,1989,"135,016",0,0,"7,454",
Apostle Islands NL,1990,"140,980",0,0,"7,824",
Apostle Islands NL,1991,"141,038",0,0,"8,669",
Apostle Islands NL,1992,"113,106",0,0,"7,387",
Apostle Islands NL,1993,"129,793",0,0,"9,214",
Apostle Islands NL,1994,"147,376",0,0,"10,958",
Apostle Islands NL,1995,"167,909",0,0,"12,401",
Apostle Islands NL,1996,"168,614",0,0,"13,120",
Apostle Islands NL,1997,"183,636",0,0,"12,897",
Apostle Islands NL,1998,"236,829",0,0,"15,321",
Apostle Islands NL,1999,"193,260",0,0,"15,250",
Apostle Islands NL,2000,"181,760",0,0,"18,511",
Apostle Islands NL,2001,"185,435",0,0,"19,263",
Apostle Islands NL,2002,"169,674",0,0,"20,028",
Apostle Islands NL,2003,"169,699",0,0,"16,384",
Apostle Islands NL,2004,"151,881",0,0,"14,920",
Apostle Islands NL,2005,"175,245",0,0,"15,536",
Apostle Islands NL,2006,"189,051",0,0,"15,000",
Apostle Islands NL,2007,"182,396",0,0,"16,207",
Apostle Islands NL,2008,"162,871",0,0,"14,746",
Apostle Islands NL,2009,"170,202",0,0,"15,766",
Apostle Islands NL,2010,"156,945",0,0,"15,533",
Apostle Islands NL,2011,"176,040",0,0,"14,665",
Apostle Islands NL,2012,"163,419",0,0,"14,376",
Apostle Islands NL,2013,"148,556",0,0,"14,064",
Apostle Islands NL,2014,"290,059",0,0,"12,795",
Apostle Islands NL,2015,"232,662",0,0,"13,572",
Apostle Islands NL,2016,"183,796",0,0,"11,220",
,,,,,,
Appomattox Court House NHP,1941,"50,000",,,,
Appomattox Court House NHP,1942,"9,750",,,,
Appomattox Court House NHP,1943,"3,125",,,,
Appomattox Court House NHP,1944,"5,450",,,,
Appomattox Court House NHP,1945,"7,850",,,,
Appomattox Court House NHP,1946,"19,400",,,,
Appomattox Court House NHP,1947,"25,250",,,,
Appomattox Court House NHP,1948,"27,750",,,,
Appomattox Court House NHP,1949,"34,150",,,,
Appomattox Court House NHP,1950,"55,400",,,,
Appomattox Court House NHP,1951,"44,900",,,,
Appomattox Court House NHP,1952,"57,600",,,,
Appomattox Court House NHP,1953,"63,000",,,,
Appomattox Court House NHP,1954,"62,200",,,,
Appomattox Court House NHP,1955,"62,500",,,,
Appomattox Court House NHP,1956,"64,200",,,,
Appomattox Court House NHP,1957,"86,000",,,,
Appomattox Court House NHP,1958,"78,500",,,,
Appomattox Court House NHP,1959,"98,700",,,,
Appomattox Court House NHP,1960,"124,300",,,,
Appomattox Court House NHP,1961,"156,400",,,,
Appomattox Court House NHP,1962,"152,200",,,,
Appomattox Court House NHP,1963,"141,000",,,,
Appomattox Court House NHP,1964,"131,900",,,,
Appomattox Court House NHP,1965,"148,800",,,,
Appomattox Court House NHP,1966,"129,900",,,,
Appomattox Court House NHP,1967,"122,000",,,,
Appomattox Court House NHP,1968,"125,000",,,,
Appomattox Court House NHP,1969,"129,800",,,,
Appomattox Court House NHP,1970,"148,300",,,,
Appomattox Court House NHP,1971,"240,100",,,,
Appomattox Court House NHP,1972,"260,391",,,,
Appomattox Court House NHP,1973,"265,000",,,,
Appomattox Court House NHP,1974,"245,300",,,,
Appomattox Court House NHP,1975,"291,900",,,,
Appomattox Court House NHP,1976,"220,800",,,,
Appomattox Court House NHP,1977,"263,100",,,,
Appomattox Court House NHP,1978,"259,000",,,,
Appomattox Court House NHP,1979,"208,411",0,0,0,
Appomattox Court House NHP,1980,"218,724",0,0,0,
Appomattox Court House NHP,1981,"244,968",0,0,0,
Appomattox Court House NHP,1982,"240,405",0,0,0,
Appomattox Court House NHP,1983,"246,277",0,0,0,
Appomattox Court House NHP,1984,"318,027",0,0,0,
Appomattox Court House NHP,1985,"277,613",0,0,0,
Appomattox Court House NHP,1986,"323,784",0,0,0,
Appomattox Court House NHP,1987,"336,075",0,0,0,
Appomattox Court House NHP,1988,"312,693",0,0,0,
Appomattox Court House NHP,1989,"377,440",0,0,0,
Appomattox Court House NHP,1990,"402,947",0,0,0,
Appomattox Court House NHP,1991,"321,668",0,0,0,
Appomattox Court House NHP,1992,"311,921",0,0,0,
Appomattox Court House NHP,1993,"211,557",0,0,0,
Appomattox Court House NHP,1994,"273,768",0,0,0,
Appomattox Court House NHP,1995,"223,288",0,0,0,
Appomattox Court House NHP,1996,"205,938",0,0,0,
Appomattox Court House NHP,1997,"204,862",0,0,0,
Appomattox Court House NHP,1998,"201,874",0,0,0,
Appomattox Court House NHP,1999,"198,665",0,0,0,
Appomattox Court House NHP,2000,"196,363",0,0,0,
Appomattox Court House NHP,2001,"190,422",0,0,0,
Appomattox Court House NHP,2002,"177,219",0,0,0,
Appomattox Court House NHP,2003,"155,031",0,0,0,
Appomattox Court House NHP,2004,"152,453",0,0,0,
Appomattox Court House NHP,2005,"136,827",0,0,0,
Appomattox Court House NHP,2006,"145,804",0,0,0,
Appomattox Court House NHP,2007,"149,255",0,0,0,
Appomattox Court House NHP,2008,"178,748",0,0,0,
Appomattox Court House NHP,2009,"185,443",0,0,0,
Appomattox Court House NHP,2010,"216,220",0,0,0,
Appomattox Court House NHP,2011,"258,917",0,0,0,
Appomattox Court House NHP,2012,"320,668",0,0,0,
Appomattox Court House NHP,2013,"317,660",0,0,0,
Appomattox Court House NHP,2014,"278,776",0,0,0,
Appomattox Court House NHP,2015,"412,640",0,0,0,
Appomattox Court House NHP,2016,"303,139",0,0,0,
,,,,,,
Arches NP,1929,500,,,,
Arches NP,1930,400,,,,
Arches NP,1931,405,,,,
Arches NP,1932,480,,,,
Arches NP,1933,425,,,,
Arches NP,1934,275,,,,
Arches NP,1935,300,,,,
Arches NP,1936,400,,,,
Arches NP,1937,"1,000",,,,
Arches NP,1938,"1,448",,,,
Arches NP,1939,"1,775",,,,
Arches NP,1940,"2,512",,,,
Arches NP,1941,"3,737",,,,
Arches NP,1942,"1,205",,,,
Arches NP,1943,776,,,,
Arches NP,1944,642,,,,
Arches NP,1945,682,,,,
Arches NP,1946,"2,301",,,,
Arches NP,1947,"5,028",,,,
Arches NP,1948,"8,870",,,,
Arches NP,1949,"13,270",,,,
Arches NP,1950,"16,257",,,,
Arches NP,1951,"18,603",,,,
Arches NP,1952,"28,683",,,,
Arches NP,1953,"30,853",,,,
Arches NP,1954,"31,300",,,,
Arches NP,1955,"31,800",,,,
Arches NP,1956,"28,500",,,,
Arches NP,1957,"25,400",,,,
Arches NP,1958,"40,100",,,,
Arches NP,1959,"59,800",,,,
Arches NP,1960,"71,600",,,,
Arches NP,1961,"90,700",,,,
Arches NP,1962,"105,700",,,,
Arches NP,1963,"118,200",,,,
Arches NP,1964,"99,700",,,,
Arches NP,1965,"143,900",,,,
Arches NP,1966,"128,000",,,,
Arches NP,1967,"120,300",,,,
Arches NP,1968,"135,600",,,,
Arches NP,1969,"162,600",,,,
Arches NP,1970,"178,500",,,,
Arches NP,1971,"202,100",,,,
Arches NP,1972,"225,128",,,,
Arches NP,1973,"274,900",,,,
Arches NP,1974,"166,900",,,,
Arches NP,1975,"236,100",,,,
Arches NP,1976,"294,800",,,,
Arches NP,1977,"313,400",,,,
Arches NP,1978,"326,948",,,,
Arches NP,1979,"269,840","18,772","17,605","2,332",
Arches NP,1980,"290,519","20,590","15,855","1,886",
Arches NP,1981,"326,508","24,951","14,210","2,236",
Arches NP,1982,"339,415","21,660","14,591","2,542",
Arches NP,1983,"287,875","17,652","13,245","1,695",
Arches NP,1984,"345,180","17,171","11,959","1,425",
Arches NP,1985,"363,464","22,258","14,049","1,596",
Arches NP,1986,"419,444","24,227","16,438","1,906",
Arches NP,1987,"468,916","24,469","17,627","2,137",
Arches NP,1988,"520,455","25,046","19,751","1,818",
Arches NP,1989,"555,809","27,072","15,017","2,297",
Arches NP,1990,"620,719","31,632","16,870","2,228",
Arches NP,1991,"705,882","29,698","17,871","2,850",
Arches NP,1992,"799,831","32,777","15,893","3,033",
Arches NP,1993,"773,678","30,028","12,002","2,289",
Arches NP,1994,"777,178","28,835","13,039","1,267",
Arches NP,1995,"859,374","27,963","12,437",868,
Arches NP,1996,"856,016","27,266","12,905",555,
Arches NP,1997,"858,525","28,229","13,284",728,
Arches NP,1998,"837,161","30,348","13,618",420,
Arches NP,1999,"869,980","26,984","15,520",817,
Arches NP,2000,"786,429","26,940","14,116",643,
Arches NP,2001,"754,026","29,711","12,466",414,
Arches NP,2002,"769,672","29,450","12,074",402,
Arches NP,2003,"757,781","28,308","11,974",341,
Arches NP,2004,"733,131","29,524","13,616",378,
Arches NP,2005,"781,670","32,040","14,380",471,
Arches NP,2006,"833,049","30,090","15,454",286,
Arches NP,2007,"860,181","29,023","15,081",277,
Arches NP,2008,"928,795","29,299","14,595",366,
Arches NP,2009,"996,312","30,542","16,411",808,
Arches NP,2010,"1,014,405","23,616","15,478",923,
Arches NP,2011,"1,040,758","26,264","16,643","1,192",
Arches NP,2012,"1,070,577","27,002","14,742",851,
Arches NP,2013,"1,082,866","27,705","14,431",953,
Arches NP,2014,"1,284,767","25,252","15,436","1,211",
Arches NP,2015,"1,399,247","27,158","16,565","1,208",
Arches NP,2016,"1,585,718","28,046","18,658","1,174",
,,,,,,
Arkansas Post NMEM,1966,"159,800",,,,
Arkansas Post NMEM,1967,"70,800",,,,
Arkansas Post NMEM,1968,"39,400",,,,
Arkansas Post NMEM,1969,"49,500",,,,
Arkansas Post NMEM,1970,"50,700",,,,
Arkansas Post NMEM,1971,"73,400",,,,
Arkansas Post NMEM,1972,"63,910",,,,
Arkansas Post NMEM,1973,"50,800",,,,
Arkansas Post NMEM,1974,"48,700",,,,
Arkansas Post NMEM,1975,"52,900",,,,
Arkansas Post NMEM,1976,"64,900",,,,
Arkansas Post NMEM,1977,"58,900",,,,
Arkansas Post NMEM,1978,"61,936",,,,
Arkansas Post NMEM,1979,"61,507",0,0,0,
Arkansas Post NMEM,1980,"63,002",0,0,0,
Arkansas Post NMEM,1981,"53,538",0,0,0,
Arkansas Post NMEM,1982,"58,349",0,0,0,
Arkansas Post NMEM,1983,"55,443",0,0,0,
Arkansas Post NMEM,1984,"58,297",0,0,0,
Arkansas Post NMEM,1985,"55,113",0,0,0,
Arkansas Post NMEM,1986,"60,258",0,0,0,
Arkansas Post NMEM,1987,"60,593",0,0,0,
Arkansas Post NMEM,1988,"68,623",0,0,0,
Arkansas Post NMEM,1989,"69,023",0,0,0,
Arkansas Post NMEM,1990,"78,468",0,0,0,
Arkansas Post NMEM,1991,"81,388",0,0,0,
Arkansas Post NMEM,1992,"51,594",0,0,0,
Arkansas Post NMEM,1993,"51,604",0,0,0,
Arkansas Post NMEM,1994,"46,655",0,0,0,
Arkansas Post NMEM,1995,"40,361",0,0,0,
Arkansas Post NMEM,1996,"47,919",0,0,0,
Arkansas Post NMEM,1997,"50,422",0,0,0,
Arkansas Post NMEM,1998,"51,858",0,0,0,
Arkansas Post NMEM,1999,"49,087",0,0,0,
Arkansas Post NMEM,2000,"43,903",0,0,0,
Arkansas Post NMEM,2001,"43,502",0,0,0,
Arkansas Post NMEM,2002,"48,126",0,0,0,
Arkansas Post NMEM,2003,"37,905",0,0,0,
Arkansas Post NMEM,2004,"38,183",0,0,0,
Arkansas Post NMEM,2005,"37,740",0,0,0,
Arkansas Post NMEM,2006,"36,665",0,0,0,
Arkansas Post NMEM,2007,"37,230",0,0,0,
Arkansas Post NMEM,2008,"43,137",0,0,0,
Arkansas Post NMEM,2009,"32,160",0,0,0,
Arkansas Post NMEM,2010,"34,712",0,0,0,
Arkansas Post NMEM,2011,"37,127",0,0,0,
Arkansas Post NMEM,2012,"39,703",0,0,0,
Arkansas Post NMEM,2013,"36,420",0,0,0,
Arkansas Post NMEM,2014,"30,860",0,0,0,
Arkansas Post NMEM,2015,"38,702",0,0,0,
Arkansas Post NMEM,2016,"34,405",0,0,0,
,,,,,,
Arlington House The R.E. Lee MEM,1936,"700,000",,,,
Arlington House The R.E. Lee MEM,1937,"729,652",,,,
Arlington House The R.E. Lee MEM,1938,"553,122",,,,
Arlington House The R.E. Lee MEM,1939,"436,163",,,,
Arlington House The R.E. Lee MEM,1940,"361,174",,,,
Arlington House The R.E. Lee MEM,1941,"357,813",,,,
Arlington House The R.E. Lee MEM,1942,"162,709",,,,
Arlington House The R.E. Lee MEM,1943,"133,464",,,,
Arlington House The R.E. Lee MEM,1944,"209,329",,,,
Arlington House The R.E. Lee MEM,1945,"263,374",,,,
Arlington House The R.E. Lee MEM,1946,"311,667",,,,
Arlington House The R.E. Lee MEM,1947,"321,086",,,,
Arlington House The R.E. Lee MEM,1948,"313,684",,,,
Arlington House The R.E. Lee MEM,1949,"328,668",,,,
Arlington House The R.E. Lee MEM,1950,"320,005",,,,
Arlington House The R.E. Lee MEM,1951,"347,153",,,,
Arlington House The R.E. Lee MEM,1952,"394,429",,,,
Arlington House The R.E. Lee MEM,1953,"430,490",,,,
Arlington House The R.E. Lee MEM,1954,"380,500",,,,
Arlington House The R.E. Lee MEM,1955,"340,900",,,,
Arlington House The R.E. Lee MEM,1956,"363,700",,,,
Arlington House The R.E. Lee MEM,1957,"342,200",,,,
Arlington House The R.E. Lee MEM,1958,"315,800",,,,
Arlington House The R.E. Lee MEM,1959,"331,700",,,,
Arlington House The R.E. Lee MEM,1960,"348,200",,,,
Arlington House The R.E. Lee MEM,1961,"321,900",,,,
Arlington House The R.E. Lee MEM,1962,"446,500",,,,
Arlington House The R.E. Lee MEM,1963,"473,400",,,,
Arlington House The R.E. Lee MEM,1964,"1,063,900",,,,
Arlington House The R.E. Lee MEM,1965,"528,800",,,,
Arlington House The R.E. Lee MEM,1966,"364,100",,,,
Arlington House The R.E. Lee MEM,1967,"252,600",,,,
Arlington House The R.E. Lee MEM,1968,"269,300",,,,
Arlington House The R.E. Lee MEM,1969,"407,800",,,,
Arlington House The R.E. Lee MEM,1970,"388,800",,,,
Arlington House The R.E. Lee MEM,1971,"313,300",,,,
Arlington House The R.E. Lee MEM,1972,"542,658",,,,
Arlington House The R.E. Lee MEM,1973,"589,600",,,,
Arlington House The R.E. Lee MEM,1974,"490,100",,,,
Arlington House The R.E. Lee MEM,1975,"514,900",,,,
Arlington House The R.E. Lee MEM,1976,"483,600",,,,
Arlington House The R.E. Lee MEM,1977,"514,000",,,,
Arlington House The R.E. Lee MEM,1978,"513,056",,,,
Arlington House The R.E. Lee MEM,1979,"459,346",0,0,0,
Arlington House The R.E. Lee MEM,1980,"484,364",0,0,0,
Arlington House The R.E. Lee MEM,1981,"336,593",0,0,0,
Arlington House The R.E. Lee MEM,1982,"511,982",0,0,0,
Arlington House The R.E. Lee MEM,1983,"514,863",0,0,0,
Arlington House The R.E. Lee MEM,1984,"635,748",0,0,0,
Arlington House The R.E. Lee MEM,1985,"496,848",0,0,0,
Arlington House The R.E. Lee MEM,1986,"481,546",0,0,0,
Arlington House The R.E. Lee MEM,1987,"481,121",0,0,0,
Arlington House The R.E. Lee MEM,1988,"493,031",0,0,0,
Arlington House The R.E. Lee MEM,1989,"439,009",0,0,0,
Arlington House The R.E. Lee MEM,1990,"463,467",0,0,0,
Arlington House The R.E. Lee MEM,1991,"483,440",0,0,0,
Arlington House The R.E. Lee MEM,1992,"459,660",0,0,0,
Arlington House The R.E. Lee MEM,1993,"496,526",0,0,0,
Arlington House The R.E. Lee MEM,1994,"494,048",0,0,0,
Arlington House The R.E. Lee MEM,1995,"559,509",0,0,0,
Arlington House The R.E. Lee MEM,1996,"409,143",0,0,0,
Arlington House The R.E. Lee MEM,1997,"428,347",0,0,0,
Arlington House The R.E. Lee MEM,1998,"511,200",0,0,0,
Arlington House The R.E. Lee MEM,1999,"476,911",0,0,0,
Arlington House The R.E. Lee MEM,2000,"377,011",0,0,0,
Arlington House The R.E. Lee MEM,2001,"429,470",0,0,0,
Arlington House The R.E. Lee MEM,2002,"416,531",0,0,0,
Arlington House The R.E. Lee MEM,2003,"378,688",0,0,0,
Arlington House The R.E. Lee MEM,2004,"492,831",0,0,0,
Arlington House The R.E. Lee MEM,2005,"498,553",0,0,0,
Arlington House The R.E. Lee MEM,2006,"509,522",0,0,0,
Arlington House The R.E. Lee MEM,2007,"466,690",0,0,0,
Arlington House The R.E. Lee MEM,2008,"518,515",0,0,0,
Arlington House The R.E. Lee MEM,2009,"603,773",0,0,0,
Arlington House The R.E. Lee MEM,2010,"627,576",0,0,0,
Arlington House The R.E. Lee MEM,2011,"576,816",0,0,0,
Arlington House The R.E. Lee MEM,2012,"562,772",0,0,0,
Arlington House The R.E. Lee MEM,2013,"586,531",0,0,0,
Arlington House The R.E. Lee MEM,2014,"671,638",0,0,0,
Arlington House The R.E. Lee MEM,2015,"532,050",0,0,0,
Arlington House The R.E. Lee MEM,2016,"1,057,500",0,0,0,
,,,,,,
Assateague Island NS,1967,"738,700",,,,
Assateague Island NS,1968,"1,064,700",,,,
Assateague Island NS,1969,"1,360,700",,,,
Assateague Island NS,1970,"1,648,100",,,,
Assateague Island NS,1971,"1,660,400",,,,
Assateague Island NS,1972,"1,695,918",,,,
Assateague Island NS,1973,"2,020,000",,,,
Assateague Island NS,1974,"1,712,200",,,,
Assateague Island NS,1975,"1,885,800",,,,
Assateague Island NS,1976,"1,863,700",,,,
Assateague Island NS,1977,"1,936,600",,,,
Assateague Island NS,1978,"2,133,313",,,,
Assateague Island NS,1979,"1,674,861","24,421","16,959","11,506",
Assateague Island NS,1980,"1,967,525","7,019","3,414","2,918",
Assateague Island NS,1981,"2,019,316","14,052","4,934","2,533",
Assateague Island NS,1982,"2,019,438","13,476","4,457","2,372",
Assateague Island NS,1983,"2,150,285","11,216","3,288","1,898",
Assateague Island NS,1984,"2,024,519","11,699","3,684","2,226",
Assateague Island NS,1985,"2,304,906","11,123","4,587","2,458",
Assateague Island NS,1986,"2,452,652","13,075","9,968","2,473",
Assateague Island NS,1987,"2,648,892","12,808","6,968","1,813",
Assateague Island NS,1988,"2,418,662","15,490","10,405","2,512",
Assateague Island NS,1989,"2,074,764","14,138","13,664","2,497",
Assateague Island NS,1990,"2,050,593","23,101","18,966","2,330",
Assateague Island NS,1991,"2,087,524","24,565","22,358","2,444",
Assateague Island NS,1992,"1,868,445","28,125","14,404","2,214",
Assateague Island NS,1993,"2,002,612","32,159","13,941","1,785",
Assateague Island NS,1994,"1,958,017","42,077","14,214","2,038",
Assateague Island NS,1995,"1,928,397","43,837","14,381","1,995",
Assateague Island NS,1996,"1,910,450","42,340","12,906","2,095",
Assateague Island NS,1997,"1,892,042","46,760","15,238","2,065",
Assateague Island NS,1998,"1,836,784","52,088","18,046","1,650",
Assateague Island NS,1999,"1,891,992","46,724","18,361","2,348",
